CountyID,NAME,Participan,POPESTIMAT,Shape_Area
5143,Washington,15534,239187,2492560015
12117,Seminole,41777,184313,852477472
40001,Adair,6431,22194,1476053840
12119,Sumter,8546,132420,1497975648
40021,Cherokee,7402,48657,2030947615
40079,Le Flore,12044,49853,4152204519
12127,Volusia,76330,553284,3754318265
1003,Baldwin,19860,223234,5267419507
40135,Sequoyah,8886,41569,1814360785
5007,Benton,12298,279141,2226521476
1013,Butler,4632,19448,1976244845
20021,Cherokee,2274,19939,1523723995
1025,Clarke,5235,23622,3281441000
29009,Barry,4882,35789,2040499985
1035,Conecuh,2735,12067,2275777648
29057,Dade,876,7561,1302634297
1053,Escambia,7622,36633,2465991122
29097,Jasper,16927,121328,1655388627
1097,Mobile,80073,413210,4301845602
29109,Lawrence,5212,38355,1575156113
1099,Monroe,3727,20733,2662688245
29119,McDonald,3226,22837,1389499245
1129,Washington,2720,16326,2828092491
29145,Newton,6891,58236,1614389609
40041,Delaware,6220,43009,2046861600
40115,Ottawa,7358,31127,1236686733
5005,Baxter,4219,41932,1508927711
5009,Boone,4262,37432,1550389619
5015,Carroll,2341,28380,1654256697
48089,Colorado,2054,21493,2581915651
48401,Rusk,6147,54406,2428894340
48099,Coryell,8140,75951,2744737552
48449,Titus,4171,32750,1095687757
48123,DeWitt,2822,20160,2382811114
48459,Upshur,5039,41753,1515250193
48145,Falls,2754,17297,2013238205
5057,Hempstead,2929,21532,1912640873
48149,Fayette,1833,25346,2534483413
5061,Howard,1990,13202,1553319322
5081,Little River,1728,12259,1455892937
48157,Fort Bend,49718,811688,2301336797
48161,Freestone,2263,19717,2322694903
5091,Miller,6102,43257,1656788653
48177,Gonzales,3215,20837,2769386404
5113,Polk,2976,19964,2199985555
5133,Sevier,2392,17007,1504573048
48185,Grimes,3392,28880,2093905049
40089,McCurtain,8212,32832,4873773950
48201,Harris,595009,4713325,4728799956
48225,Houston,3330,22968,3181828497
48037,Bowie,14842,93245,2418869241
48285,Lavaca,1933,20154,2521708233
48387,Red River,1706,12023,2766260897
5013,Calhoun,477,5189,1676223807
48287,Lee,1766,17239,1632909605
5019,Clark,2557,22320,2305033514
48289,Leon,1832,17404,2836202474
5039,Dallas,1015,7009,1676575392
48293,Limestone,3423,23437,2425503579
48309,McLennan,35011,256623,2753246172
5051,Garland,13117,99386,1878997621
48313,Madison,1774,14284,1220736378
5053,Grant,1548,18265,1626774065
48331,Milam,3862,24823,2680637277
5059,Hot Spring,4007,33771,1624675649
48339,Montgomery,41069,607391,2744358441
5097,Montgomery,1089,8986,2079501332
5099,Nevada,1066,8252,1587609867
48395,Robertson,2780,17074,2213633324
5103,Ouachita,3929,23382,1885035224
48407,San Jacinto,4451,28859,1620088380
5109,Pike,1310,10718,1588229068
48453,Travis,90881,1273954,2631975757
5125,Saline,7435,122437,1893138633
48455,Trinity,2489,14651,1861763380
5027,Columbia,3701,23457,1965988420
48471,Walker,6327,72971,2121967718
5073,Lafayette,1099,6624,1403384041
48473,Waller,5437,55246,1315948390
5139,Union,5838,38682,2732761210
48477,Washington,3412,35882,1630779607
22013,Bienville,2986,13241,2165646852
48481,Wharton,5708,41556,2832373641
22015,Bossier,15523,127039,2228825857
48491,Williamson,26233,590551,2959793351
22027,Claiborne,2993,15670,1991226504
20007,Barber,222,4427,2937192864
22049,Jackson,2677,15744,1487357281
20025,Clark,114,1994,2527468612
22061,Lincoln,7462,46742,1217354476
22081,Red River,2178,8442,1048210045
20033,Comanche,66,1700,2026550210
22111,Union,3700,22108,2334375141
20077,Harper,485,5436,2067833797
22119,Webster,7583,38340,1564466349
20119,Meade,175,4033,2541931631
22127,Winn,2828,13904,2480883353
5003,Ashley,3234,19657,2409201572
40003,Alfalfa,410,5702,2280615998
22021,Caldwell,1901,9918,1389824071
40007,Beaver,380,5311,4688147134
40009,Beckham,3344,21859,2336263024
22035,East Carroll,2434,6861,1170299192
22041,Franklin,5227,20015,1686205634
40011,Blaine,1527,9429,2412233349
22065,Madison,3533,10951,1657004529
40015,Caddo,4613,28762,3327947598
22067,Morehouse,7443,24874,2075469322
40017,Canadian,11218,148306,2354552008
22073,Ouachita,34070,153279,1693271282
40039,Custer,3866,29003,2588316488
17129,Menard,1313,12196,819284080.2
40043,Dewey,290,4891,2602396216
22083,Richland,4762,20122,1461198519
5089,Marion,2125,16694,1657348599
17137,Morgan,6437,33658,1467909811
12033,Escambia,50946,318316,2310708226
40045,Ellis,348,3859,3168856875
22107,Tensas,1253,4334,1686811874
29043,Christian,6351,88595,1448444834
17167,Sangamon,34014,194672,2239595713
12113,Santa Rosa,14743,264672,3025434269
29067,Douglas,2060,13185,2086808477
29077,Greene,33840,293086,1752398863
17169,Schuyler,687,6768,1125977142
22087,St. Bernard,8811,47244,4461934605
29153,Ozark,1453,9174,1947583801
29209,Stone,3038,31952,1317068641
17171,Scott,625,4951,671689487.1
40051,Grady,6124,55834,2851111673
22123,West Carroll,2070,10830,911162100.7
28035,Forrest,11221,74897,1227308940
29213,Taney,7021,55928,1678711724
17119,Madison,38145,262966,1933379123
28039,George,2935,24500,1257870072
29225,Webster,4090,39592,1548214656
17133,Monroe,1313,34637,992538898.1
28041,Greene,1591,13586,1859084251
28021,Claiborne,2747,8988,1314969367
40055,Greer,991,5712,1674419656
28047,Harrison,32377,208080,2562396087
17157,Randolph,4227,31782,1502069974
29229,Wright,3551,18289,1754426350
28059,Jackson,16528,143617,2708036257
17163,St. Clair,49345,259686,1750421380
5029,Conway,3027,20846,1416643274
5045,Faulkner,9583,126007,1743905879
29093,Iron,1869,10125,1394325379
28067,Jones,8910,68098,1817302621
28111,Perry,1723,11973,1691290340
29099,Jefferson,18473,225081,1730760730
5071,Johnson,3997,26578,1769301351
28131,Stone,2451,18336,1165464040
28153,Wayne,4016,20183,2122544248
5101,Newton,949,7753,2128667937
29123,Madison,2075,12088,1273568566
5105,Perry,1223,10455,1448364550
29157,Perry,1628,19136,1240501700
1023,Choctaw,2914,12589,2363530880
29183,St. Charles,15295,402022,1504493879
5115,Pope,6415,64072,2157277331
5119,Pulaski,52830,391911,2046772117
29186,Ste. Genevieve,1568,17894,1333627182
1119,Sumter,3352,12427,2375384899
28055,Issaquena,206,1327,1165021103
40057,Harmon,553,2653,1383845677
29187,St. Francois,10073,67215,1165207782
28023,Clarke,2623,15541,1788331051
5129,Searcy,826,7881,1730508490
40059,Harper,220,3688,2680163841
28061,Jasper,2556,16383,1758320000
29189,St. Louis County,99238,300576,1372992982
5141,Van Buren,2092,16545,1871139958
28149,Warren,8903,45381,1517343654
28069,Kemper,1634,9742,1986322771
40073,Kingfisher,1085,15765,2338691156
29510,St. Louis City,69555,994205,157261276.8
5149,Yell,2299,21341,2437056169
5001,Arkansas,2539,17486,2717811724
5023,Cleburne,2620,24919,1526503874
28075,Lauderdale,12815,74125,1853408976
20011,Bourbon,1709,14534,1646961049
5011,Bradley,1928,10763,1693455799
40075,Kiowa,1875,8708,2613746240
28099,Neshoba,5824,29118,1484428694
40093,Major,626,7629,2497647549
20037,Crawford,4504,38818,1533940470
5063,Independence,4272,37825,1985476405
5017,Chicot,2719,10118,1813077072
40129,Roger Mills,287,3583,2983588291
5065,Izard,1534,13629,1470388707
20107,Linn,887,9703,1567584625
28101,Newton,2723,21018,1504496235
5025,Cleveland,1072,7956,1576262611
40149,Washita,1506,10916,2613274686
5067,Jackson,2888,16719,1669304985
28103,Noxubee,3203,10417,1813556607
20121,Miami,1606,34237,1515680299
40151,Woods,621,8793,3260260924
5041,Desha,2510,11361,2127386639
28159,Winston,3141,17955,1567336239
5043,Drew,2910,18219,2165561139
40153,Woodward,1868,20211,3239189836
29011,Barton,1528,11754,1536181615
5085,Lonoke,6302,73309,2134258550
48087,Collingsworth,418,2920,2374646316
29013,Bates,1691,16172,2163441327
5095,Monroe,1473,6701,1544952269
48211,Hemphill,184,3819,2355255862
1075,Lamar,2441,13805,1554684679
29037,Cass,7124,105780,1849669701
1107,Pickens,3449,19930,2323035587
5069,Jefferson,13434,66824,2416042418
29039,Cedar,2120,14349,1294559857
48295,Lipscomb,231,3233,2400352766
5117,Prairie,853,8062,1750742397
28013,Calhoun,1958,14361,1504468584
48483,Wheeler,439,5056,2361757822
5079,Lincoln,1608,13024,1452731373
29083,Henry,3254,21824,1871584023
5137,Stone,1784,12506,1588776062
5145,White,9358,78753,2664585915
20009,Barton,2153,25779,2317242111
28011,Bolivar,8758,30628,2361556616
29101,Johnson,3484,54062,2168332940
28017,Chickasaw,2720,17103,1312699305
20039,Decatur,165,2827,2303774682
29185,St. Clair,1269,9397,1803723440
28151,Washington,14274,43909,1934862403
5147,Woodruff,1267,6320,1545058428
28019,Choctaw,1297,8210,1088657935
20047,Edwards,214,2798,1601082346
5107,Phillips,6076,17782,1875837390
29217,Vernon,2996,20563,2167267286
5049,Fulton,1801,12477,1599590954
28025,Clay,3970,19316,1038837501
20051,Ellis,1187,28553,2318635274
28015,Carroll,1033,9947,1664569394
28057,Itawamba,2077,23390,1397633721
5075,Lawrence,2487,16406,1525043538
20091,Johnson,12710,602401,1242928374
20053,Ellsworth,239,6102,1865334663
28027,Coahoma,7834,22124,1476630990
20103,Leavenworth,3273,81758,1228637665
5121,Randolph,2177,17958,1692837672
28081,Lee,9844,85436,1194949364
20055,Finney,2880,36467,3351877020
28043,Grenada,3360,20758,1149089069
5135,Sharp,2640,17442,1564963115
28087,Lowndes,10140,58595,1334741541
28071,Lafayette,3189,54019,1759195933
20209,Wyandotte,20820,165429,409340585.7
20057,Ford,2258,33619,2835241898
28083,Leflore,8892,28183,1552436765
29035,Carter,1121,5982,1330625636
28095,Monroe,4171,35252,2013235034
29003,Andrew,1000,17712,1141873065
28105,Oktibbeha,5739,49587,1193564777
28097,Montgomery,1677,9775,1052395116
20063,Gove,60,2636,2757101668
29091,Howell,7367,40117,2402006272
29021,Buchanan,12955,87364,1079183771
28115,Pontotoc,3339,32174,1295472240
28107,Panola,5991,34192,1801881327
29149,Oregon,2150,10529,2039775706
29025,Caldwell,840,9020,1106954418
20065,Graham,141,2482,2313342774
28117,Prentiss,2589,25126,1089079717
28119,Quitman,1730,6792,1084990470
29179,Reynolds,1282,6270,2110995825
29047,Clay,15762,249948,1048436335
20069,Gray,131,5988,2238028575
28133,Sunflower,6788,25110,1829466898
29049,Clinton,1571,20387,1089849619
29203,Shannon,1654,8166,2602579237
28145,Union,2545,28815,1052059263
20083,Hodgeman,70,1794,2212234020
28135,Tallahatchie,2489,13809,1656487424
29061,Daviess,874,8278,1477258973
20089,Jewell,181,2879,2356734690
28155,Webster,1549,9689,1129192133
29215,Texas,3450,25398,3033161236
28137,Tate,3524,28321,1068706761
29063,DeKalb,664,12547,1087468433
20095,Kingman,348,7152,2233089178
1043,Cullman,8252,83768,1977499188
28143,Tunica,3385,9632,1231016362
5021,Clay,1735,14551,1659886898
20097,Kiowa,134,2475,1863572775
29075,Gentry,546,6571,1267180658
28161,Yalobusha,2306,12108,1304317761
20101,Lane,48,1535,1849425157
1057,Fayette,3319,16302,1629684332
5055,Greene,6062,45325,1490384638
28007,Attala,3367,18174,1882203618
29095,Jackson,94067,703011,1586721733
28029,Copiah,5856,28065,2001416669
29107,Lafayette,3212,32708,1618138490
20105,Lincoln,189,2962,1858013940
29017,Bollinger,1721,12133,1596521375
1059,Franklin,4832,31362,1675010071
28049,Hinds,44546,231840,2294235521
1073,Jefferson,102042,658573,2883645229
29165,Platte,4175,104418,1069486552
20123,Mitchell,289,5979,1850465883
29023,Butler,8935,42478,1814016827
28051,Holmes,5158,17010,2006698218
20135,Ness,108,2750,2768619172
48259,Kendall,1473,47431,1724400702
29177,Ray,2030,23018,1489250390
29031,Cape Girardeau,8872,78871,1528504597
1079,Lawrence,5619,32924,1843614308
20137,Norton,220,5361,2270900950
28053,Humphreys,3155,8064,1132355088
1093,Marion,4874,29709,1936106332
29069,Dunklin,7702,29131,1425255066
28079,Leake,2935,22786,1514869447
20141,Osborne,203,3421,2302544076
29001,Adair,2465,25343,1467677334
1103,Morgan,14991,119679,1558984791
29143,New Madrid,3540,17076,1778676822
29019,Boone,15405,180463,1759126571
1117,Shelby,11412,89512,2121709780
29155,Pemiscot,5050,15805,1337559532
1125,Tuscaloosa,23387,209355,3506882918
29033,Carroll,902,8679,1751244472
29181,Ripley,3151,13288,1631715063
29041,Chariton,637,7426,2007406089
29201,Scott,7888,38280,1105663802
1127,Walker,9531,63521,2064091709
29207,Stoddard,4496,29025,2134642277
29053,Cooper,1614,17709,1486596767
1133,Winston,2956,23629,1631515924
29223,Wayne,2349,12873,1993270065
29079,Grundy,1315,9850,1130360694
1001,Autauga,7449,55869,1604150590
47095,Lake,1823,7016,480232222.9
1007,Bibb,3123,22394,1602241564
29089,Howard,926,10001,1209603354
29115,Linn,1330,11920,1604322629
1021,Chilton,7063,44428,1781030700
5031,Craighead,13532,110332,1840629619
28089,Madison,7970,106272,1900578129
20145,Pawnee,483,6414,1947544060
48265,Kerr,4367,52600,2904440419
29117,Livingston,1579,15227,1384632001
5035,Crittenden,11322,47955,1654325186
1047,Dallas,13185,37196,2602273389
20147,Phillips,236,5234,2304501020
29121,Macon,1424,15117,2093555025
5037,Cross,2431,16419,1616750472
28121,Rankin,8895,155271,2091891239
13223,Paulding,13828,168667,818181611.9
29175,Randolph,3357,24748,1253982002
5077,Lee,2086,8857,1622939807
1063,Greene,2560,8111,1676170730
48267,Kimble,399,4337,3256436805
21031,Butler,1731,12879,1102487635
20151,Pratt,394,9164,1893856867
28123,Scott,4299,28124,1598835266
13227,Pickens,3209,32591,609416137.5
29195,Saline,2888,22761,1984806285
20155,Reno,5201,61998,3249561283
48271,Kinney,427,3667,3571364426
28125,Sharkey,1437,4321,1120797089
21033,Caldwell,1518,12747,879324606.7
5093,Mississippi,8213,40651,2364905627
1065,Hale,3678,14651,1702775104
29211,Sullivan,745,6089,1674179336
20159,Rice,629,9537,1906154106
48281,Lampasas,2478,21428,1857359630
21047,Christian,8861,70461,1877935967
28127,Simpson,3464,26658,1533798174
13233,Polk,8199,42613,826826051.5
1091,Marengo,4615,18863,2559177179
5111,Poinsett,4442,23528,1957923837
20163,Rooks,266,4920,2307737301
29015,Benton,2495,19443,1961033508
29029,Camden,4056,46305,1837955697
20165,Rush,216,3036,1849545826
28129,Smith,1529,15916,1659463223
5123,St. Francis,5423,24994,1651558757
13247,Rockdale,15763,90896,315977767.3
21107,Hopkins,5630,44686,1445404551
48299,Llano,1837,21795,2512122652
1105,Perry,3257,8923,1850587895
28163,Yazoo,6616,29690,2429535944
29059,Dallas,2366,16878,1410581889
20167,Russell,556,6856,2313505177
28033,DeSoto,14823,184945,1274593980
13255,Spalding,14421,66703,488797043.3
22005,Ascension,12249,126604,746258007
1131,Wilcox,4014,10373,2349036376
21141,Logan,2913,27102,1457973530
48307,McCulloch,1002,7984,2795780040
29085,Hickory,1124,9544,1047597105
28093,Marshall,4580,35294,1847353899
20179,Sheridan,59,2521,2308820202
1113,Russell,11837,57961,1667708424
1005,Barbour,5841,24686,2348660845
21177,Muhlenberg,4121,30622,1206118111
22007,Assumption,3935,21891,938894527.6
29105,Laclede,5391,35723,1979564403
47097,Lauderdale,5797,25633,1271715386
48319,Mason,220,4274,2428334370
13053,Chattahoochee,776,10907,637959773.5
1011,Bullock,2630,10101,1640678578
20183,Smith,168,3583,2309924754
21219,Todd,1476,12294,978111035.9
22045,Iberia,16903,69830,2539104220
13079,Crawford,1994,12404,840415676.9
48325,Medina,5561,51584,3512393054
47157,Shelby,189433,937166,2046346073
29131,Miller,3256,25619,1539916832
21221,Trigg,1259,14651,1225561618
1017,Chambers,6021,33254,1564879487
20185,Stafford,265,4156,2041246647
13145,Harris,2202,35236,1256228871
47021,Cheatham,3448,40667,758705142.1
29135,Moniteau,1208,16132,1091783799
47167,Tipton,8574,61599,1182195287
1037,Coosa,1674,10663,1697368051
48327,Menard,234,2138,2347217821
13171,Lamar,3346,19077,486660950.2
29141,Morgan,2807,20627,1592274392
47037,Davidson,72587,694144,1409594009
22047,Iberville,6963,32511,1687028509
48333,Mills,383,4873,1963151545
22001,Acadia,13187,62045,1650279976
1051,Elmore,9129,81209,1711434131
29159,Pettis,6018,42339,1739373678
20195,Trego,119,2803,2317299267
47043,Dickson,6136,53948,1281287330
29167,Polk,4244,32149,1659113740
1081,Lee,15728,164542,1540781353
48385,Real,396,3452,1809455495
13193,Macon,2684,21312,1034477980
22003,Allen,4089,25627,2046397960
22055,Lafayette,34388,244390,703618470.4
47083,Houston,1286,8201,513181374.9
29027,Callaway,4101,44743,2163829074
31061,Franklin,229,2979,1483756435
48399,Runnels,1130,10264,2742473911
13197,Marion,1754,12947,958606236.4
47125,Montgomery,21937,208993,1381353204
1085,Lowndes,3328,9726,1880107176
22011,Beauregard,4681,37497,2969626195
31065,Furnas,459,4676,1858226736
29051,Cole,7473,76745,1045994905
22099,St. Martin,10191,53431,2219856512
1087,Macon,4754,18068,1616572671
48411,San Saba,703,6055,2945371090
31083,Harlan,162,3380,1477958896
22019,Calcasieu,29029,203436,2873475020
13199,Meriwether,4092,21167,1312613523
47147,Robertson,7186,71813,1271239119
29055,Crawford,3849,23920,1925330523
1101,Montgomery,50830,226486,2070776601
22101,St. Mary,11406,49348,2946744677
22023,Cameron,679,6973,5126091910
48413,Schleicher,223,2793,3406376251
29065,Dent,2475,15573,1943491008
22109,Terrebonne,20857,110461,5227445840
31129,Nuckolls,267,4148,1483656039
13207,Monroe,3163,27578,1035026212
47161,Stewart,1651,13715,1318243931
48435,Sutton,258,3776,3787222039
22039,Evangeline,8099,33395,1735517754
1123,Tallapoosa,6952,40367,1996851192
29071,Franklin,9235,103967,2363024029
31145,Red Willow,801,10724,1849319874
22009,Avoyelles,9969,40144,2228210374
13215,Muscogee,41360,195769,583691511.6
1033,Colbert,7277,55241,1636809566
48463,Uvalde,5450,26741,4070769837
31181,Webster,306,3487,1481653128
1009,Blount,5466,57826,1650013336
22025,Catahoula,2131,9494,1957204107
13225,Peach,5406,27546,418852750.4
1077,Lauderdale,10224,92729,1828454543
29073,Gasconade,1301,14706,1340482078
22043,Grant,3386,22389,1754052831
48493,Wilson,3804,51070,2093090100
13231,Pike,1872,18962,576810516.5
1015,Calhoun,18623,113605,1559455284
22029,Concordia,5163,19259,1887431278
29125,Maries,692,8697,1415429086
1083,Limestone,7798,98915,1556777813
40031,Comanche,19992,120749,2829545656
22053,Jefferson Davis,5237,31368,1711599394
1019,Cherokee,3365,26196,1557988864
13239,Quitman,652,2299,434855748.6
22033,East Baton Rouge,76841,440059,1225378893
20015,Butler,3939,66911,3726561667
29151,Osage,720,13615,1564590310
1027,Clay,1509,13235,1588732315
47055,Giles,3867,29464,1542701214
22069,Natchitoches,8286,38158,3350642880
40033,Cotton,796,5666,1631777268
22037,East Feliciana,2705,19135,1166052211
13249,Schley,776,5257,444694812.2
1029,Cleburne,2328,14910,1468325551
20017,Chase,144,2648,2009404692
47081,Hickman,3573,25178,1605202326
29161,Phelps,4829,44573,1682814447
22079,Rapides,26037,129648,3555555260
40065,Jackson,4334,24530,2095015711
22059,La Salle,1974,14892,1727628740
29169,Pulaski,4890,52607,1423358312
20041,Dickinson,1241,18466,2195334575
13259,Stewart,1197,6621,1200513100
47085,Humphreys,2350,18582,1416888766
1049,DeKalb,12204,71513,2040184314
40141,Tillman,1383,7250,2277442509
22085,Sabine,4317,23884,2587409074
13261,Sumter,9069,29524,1271780317
29219,Warren,3444,35649,1174186324
22077,Pointe Coupee,4002,21730,1549104158
20079,Harvey,2154,34429,1391862146
47099,Lawrence,5892,44142,1562051746
22113,Vermilion,10617,59511,4095003411
48009,Archer,603,8553,2395648617
1055,Etowah,13527,102268,1428428545
13263,Talbot,1272,6195,1021350933
20113,McPherson,1281,9707,2321239820
29221,Washington,4843,24730,1966949303
22115,Vernon,6170,47429,3553512218
47101,Lewis,1822,12268,739806225
48023,Baylor,526,3509,2331795182
13269,Taylor,1864,8020,1009354383
1095,Marshall,13246,96774,1615448390
17001,Adams,10804,65435,2251699596
47117,Marshall,3652,34375,978789037.3
1111,Randolph,4843,22722,1498700995
48005,Angelina,13639,86715,2291848903
13285,Troup,12544,69922,1145942553
48059,Callahan,1525,13943,2336663911
17149,Pike,2694,15561,2139876595
47119,Maury,9242,96387,1659705135
1115,St. Clair,9754,217702,1719384519
48071,Chambers,3222,43837,2231065718
13293,Upson,6751,26320,843028931.1
